ID,SENTENCE,ANNOTATION,LABEL,ANNOTATOR_1,ANNOTATOR_2,ANNOTATOR_3,SET,IN_DEV_SET,gpt-4o_long-german-wv,gpt-4o_long-wv,gpt-4o_medium,gpt-4o_short,Qwen2.5-32B_short,Qwen2.5-32B_medium,Qwen2.5-32B_long,Qwen2.5-32B_long-german,Qwen2.5-3B_short,Qwen2.5-3B_medium,Qwen2.5-3B_long,Qwen2.5-3B_long-german,Qwen2.5-7B_short,Qwen2.5-7B_medium,Qwen2.5-7B_long,Qwen2.5-7B_long-german,gemma2:2b_short,gemma2:2b_medium,gemma2:2b_long,gemma2:2b_long-german,gemma2:9b_short,gemma2:9b_medium,gemma2:9b_long,gemma2:9b_long-german,gemma2:27b_short,gemma2:27b_medium,gemma2:27b_long,gemma2:27b_long-german
651,"Der Ort Dorf Tirol (italienisch Tirolo) ist eine Gemeinde in Südtirol, sie bewirbt sich selbst als ""Feriendomizil in den Alpen mit mediterranem Flair"" und liegt in der Nähe der Kurstadt Meran.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False
652,"Cartagena ist berühmt für seine gut erhaltene koloniale Architektur, befestigten Stadtmauern, historischen Gassen und pulsierenden Straßen.",ja,1,ja,teilweise,unklar,set_2_wv,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True
653,Die Nationale Fahrradroute 4 von Oslo nach Bergen führt durch Geilo.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
654,"Die Irisform kommt in Samaria, dem Mount Gilboa, im Tal von Bet Sche'an und in Untergaliläa um den Berg Tabor vor, selten auch in der judäischen Wüste und bei Ein Gev.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False
655,"Der größte Zoo- und Vergnügungspark Norwegens ist hier, wunderschöne Naturgebiete, Schären und Strände, die sich zum Schwimmen eignen, wenn das Wasser warm genug ist, Museen und kulturelle Aktivitäten.",ja,1,ja,ja,ja,set_2_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False
656,"Chateau Gaillard: Museum des Kaffee und des Kakao, Freizeit, Gartenbau und Kunsthandwerk, kostenlose Parkplätze; behindertengerecht. .",nein,0,nein,teilweise,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
657,Es gibt keine öffentlichen Verkehrsmittel auf den Plainberg.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
658,Auch am Flughafen gibt es Einkaufsmöglichkeiten .,ja,1,nein,nein,ja,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
659,Nur 30 Inseln sind überhaupt bewohnt und gleichsam ein beliebtes Touristenziel.,ja,1,nein,nein,ja,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
660,Am Flughafen und in der Hauptstadt sind die üblichen international bekannten Autovermietungen vertreten - die günstigsten Preise bekommt man jedoch oft bei kleineren regionalen Anbietern.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
661,"Im Nordwesten befindet sich die Sierra de las Quijadas, heute ein Nationalpark. .",ja,1,teilweise,nein,ja,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False
662,Pusat Belia ist Bruneis einzige Jugendherberge.,nein,0,nein,unklar,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
663,"Nach der Kleinstadt 28 de Noviembre biegt die Straße nach Norden ab, wo sie dann in die Ruta Provincial 5 mündet und sich mit dieser bis Charles Fuhr überlappt.",,0,nein,nein,nein,set_2_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False
664,Aus Richtung Norden gibt es die Möglichkeit von Lamia über die Straße 3 und die Straße 27 zu fahren.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
665,"Dienstag ist Markttag an dem viele der in den umliegenden Dörfern Pueblito, La Campana, Guambia und Caciques wohnenden Gumbiano-Indianer in die Stadt kommen.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
666,"Der Flughafen hat zwei Start- und Landebahnen mit 3.200 bzw. 2.670 Metern Länge, die Landung der Boeing B747 ist möglich.",ja,1,Teilsatz,ja,ja,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False
667,"Im Winter kommt es vor, dass der Nationalpark geschlossen ist, ohne dass dies auf der offiziellen Webseite kommuniziert wird.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
668,"Das Huckup-Denkmal Hoher Weg/Ecke Schuhstraße zeigt einen Apfeldieb, den das schlechte Gewissen in Form eines Koboldes plagt.",nein,0,nein,ja,nein,set_2_wv,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False
669,"Bordschomi (, , , was auch die im Lande übliche Romaniisierung ist) ist ein Kurort und Hauptstadt des gleichnamigen Verwaltungsbezirkes in der südgeorgischen Region Samzche-Dschawachetien.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
670,"Thessaloniki ist in gut 3 Stunden erreicht, die Fahrzeit hat sich gegenüber der früheren langwierigen Fahrt auf der Landstraße teils mit Pässen mehr als halbiert.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
671,Breisacher Stephansmünster auf dem historischen Münsterberg .,ja,1,nein,nein,ja,set_2_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False
672,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",ja,1,nein,Teilsatz,ja,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
673,"São Roque: Diese Stadt liegt an der Nordküste von Pico und ist bekannt für ihre schönen Naturschwimmbecken, in denen Besucher baden können.",ja,1,nein,nein,ja,set_2_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False
674,Haltepunkt Tübingen-West an der Strecke nach Herrenberg.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
675,Ungewöhnlicherweise beherbergt die Mall nur ein einziges Kaufhaus (Super Target).,ja,1,ja,ja,ja,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
676,"Der größte der Seen der Sila ist der Stausee Lago Cecìta mit 12,6 km² Ausdehnung, der zur Energiegewinnung und zur Bewässerung (zur Kultur der Sila-Kartoffeln) genutzt wird, im Nordosten führt die SS117 am Ufer entlang und am Staudamm vorbei.",ja,1,nein,nein,ja,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False
677,"In einem kleinen Park direkt am Ufer ist ein aus Steinen gelegtes Labyrinth zu finden, das man zum Meditieren oder einfach zum Spaß abschreiten kann. .",ja,1,Teilsatz,ja,ja,set_2_wv,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
678,Vorbei am Balcon du Ranc pointu fällt die Straße nun ab um die ersten Häuser und Campingplätze von Saint-Martin-d’Ardèche zu erreichen.,nein,0,nein,teilweise,nein,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,False
679,"Der internationale Flughafen in Maun, Botswana, ist der Hauptflughafen.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
680,Sie gehört zu den besten Badeinseln in Griechenland.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
681,"Gayer-Anderson-Museum: Das Museum besteht aus zwei benachbarten und durch eine Brücke im zweiten Stock verbundenen Wohnhäusern aus dem 16. und 17. Jahrhundert, dem Beit el-Kirītlīya („Haus der Kreterin“) und dem Haus der Amina Bint Sālim, die sich beide unmittelbar südlich der Moschee des Aḥmad ibn Ṭūlūn befinden.",ja,1,ja,teilweise,ja,set_2_wv,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False
682,"Die Heinestraße - eine der sieben barocken Straßenachsen, die am Praterstern zusammenlaufen - ist eine baumbestandene Allee und verbindet den Prater auf schnurgeradem Wege mit dem Augartenpalais.",ja,1,ja,teilweise,ja,set_2_wv,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True
683,Fairfield Inn & Suites: Hotel der Marriott-Kette im Norden der Stadt.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,True,False,False
684,"Der wichtigste Wirtschaftszweig der Insel, der Tourismus, hat bereits zu einer großflächigen Schädigung der Umwelt Teneriffas beigetragen.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
685,"Foire du Midi / Zuidkermis: Einer der größten Jahrmärkte Europas, von Mitte Juli bis Mitte August am Südbahnhof (Gare du Midi / Zuidstation).",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,False
686,"Die Einwohnerzahl des Kreises beträgt über 330 000, die kreisfreie Stadt Heilbronn, die vom Landkreis vollständig eingeschlossen wird, hat nochmals über 120 000 Einwohner, so dass diese Region zu den dichtest besiedelten in Baden-Württemberg zählt.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
687,"Direkt am Hauptbahnhof, sehr gutes Frühstück.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
688,"Während der französischen Sommerferien verkehrt die Linie zur Île de Noirmoutier deutlich häufiger, beinahe jede Stunde pendelt ein Bus von und nach Nantes zum neuen Regionalbusbahnhof südlich des Bahnhofs.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
689,Aufgrund der zahlreichen Attraktionen hat die Kuretenstraße bei den meisten Touristen mittlerweile der Marmorstraße den Rang abgelaufen.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
690,"Es gibt keine Fahrspuren oder Bürgersteige, Fußgänger haben Vorrang, das Parken ist nur an gekennzeichneten Stellen erlaubt.",nein,0,nein,teilweise,nein,set_2_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False
691,"Von April bis in den Oktober hinein ist der Ort ein quirliges Treiben von Urlaubern des Ortes selbst und beständigem An- und Abreiseverkehr zum Fährhafen, von dem mehrfach täglich die Fähren zu den Inseln pendeln.",nein,0,nein,teilweise,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False
692,Die Nordseite des Parks dominiert das große Riverwalk Einkaufszentrum.,ja,1,ja,ja,ja,set_2_wv,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False
693,"Schubra el-Cheima ist an das Eisenbahnnetz angebunden, der Bahnhof Schubrā el-Cheima befindet sich etwas südlich der Metrostation Shubra el-Kheima.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
694,Zweimal die Woche findet auf dem Königsplatz ein Markt statt.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
695,"Die eigentliche Neu-Georgia-Insel mit den Orten Seghe und Munda ist 2037 km² groß, sie hat knapp 20.000 Bewohner.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False
696,Queen Elizabeth National Park .,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
697,"Das Islamische Museum (Museum für Islamische Kunst und Bibliothek, متحف الفن الإسلامي) befindet sich am Mīdān Ahmad Maher (auch Mīdān Bab El Khalq), am Schnittpunkt der Straßen Sh. El-Qala'a und Sh. El-Khaleeg el-Masry, am Südzipfel des Stadtteils Muski (Islamische Altstadt) von Kairo.",nein,0,nein,nein,nein,set_2_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
698,Der einzige größere Ort der Insel ist gleichzeitig das Verwaltungszentrum.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
699,Recklinghausen stellt sich vor - Rundgang durch die Altstadt und allgemeine Informationen zu Stadt und Geschichte.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
700,Schautafeln erklären Flora und Fauna sowie die Wasserversorgung der Insel.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
701,Auf der Fahrt durch das idyllische Kesseltal sollte man auf jeden Fall bei der Höhle Hanseles Hohl und der Kapelle mit Kalvarienberg in Wörnitzstein einen kurzen Zwischenstopp einlegen.,teilweise,0,teilweise,teilweise,ja,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False
702,"Das Museum besitzt eine völkerkundlich-historische Ausstellung über Brasilien und insbesondere eine Abteilung zur Geschichte São Paulos, u. a. ein Modell der Stadt im Jahre 1841.",nein,0,nein,ja,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False
703,"Der Hohe Dörnberg ist mit 578,7 m Höhe einer der abwechslungsreichsten Berge im Naturpark Habichtswald bei Kassel.",ja,1,ja,ja,ja,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False
704,Bis 2009 war sie die kleinste Stadt Sachsen-Anhalts und auch die kleinste Hansestadt überhaupt.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
705,"Für lange Zeit gab es nur eine Zufahrtsstraße mit einem 8 Kilometer langen Stück von nur einer Spur Breite, genannt „The Gap“.",ja,1,ja,nein,ja,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False
706,Sankt Sixtus-Hospital Haltern am See: Allgemeinkrankenhaus.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
707,"Direkt an der Radroute befindet sich an einem alten Kiesteich in einer kleinen Flussschleife der Fulda gelegen eine hölzerne Tierbeobachtungsstation, von welcher es nicht mehr weit zum ehemaligen Bahnhof Baumbach ist.",ja,1,ja,ja,ja,set_2_wv,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False
708,Die sieben größten Inseln sind mit Brücken verbunden und bilden so die „Hauptinsel“ mit einer Fläche von etwa 53 km².,,0,ja,teilweise,ja,set_2_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False
709,Straßenbahn: Die Straßenbahn erschließt mit relativ alten Garnituren große Teile der Stadt.,teilweise,0,nein,nein,teilweise,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
710,"Appomattox Court House National Historical Park: Park, der an die Kapitulation der Nord-Virginia-Armee im Amerikanischen Bürgerkrieg erinnert.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False
711,Museum Jawa Barat: Kulturelles und Archäologisches Regionalmuseum für den Bereich West-Java.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
712,Die Anlage hat einen Pool mit Spa und Sauna und einen Tennisplatz. .,ja,1,ja,ja,ja,set_2_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True
713,Die Buslinie 54 der Märkischen Verkehrgesellschaft MVG fährt zwischen Plettenberg und Lüdenscheid.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
714,"Wer in Senftenberg in die Tour einsteigt, und mit der Bahn anreist, fährt Richtung Süden die Bahnhofstr. hinunter und weiter bis zum Marktplatz.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
715,RiesKraterMuseum: Das Museum beschäftigt sich mit der Entstehung des Rieskraters.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
716,Der Flughafen London Gatwick ist ca. 100 km entfernt und über die A 27 / A 23 erreichbar.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
717,"Die Zufahrt von Südwesten erfolgt über die D974 von Carpentras über Bédoin zum Gipfel, aus Südosten vereinigt sich die D164 aus Sault - Apt mit dieser Straße, die in den markanten Kehren zum Gipfel führt.",nein,0,nein,Teilsatz,nein,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,False
718,"Der für den Gesamtverlauf des Nordseeküstenradwegs untypisch häufige Verlauf weit im Landesinneren erklärt sich an einigen Stellen daraus, dass die einzige direkt an der Küste verlaufende Straße eine stark befahrene A-Road (vergleichbar mit einer Bundesstraße) ist, die Radfahrende eher meiden sollten.",teilweise,0,teilweise,teilweise,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
719,"The Golden Lemon Inn: 26 Zimmer und Villen, Restaurant, Bar, Pool, Kinderpool, Andenkengeschäft, Tennisplatz, Mini Markt, jede Villa mit eigenem Pool, schwarzer Sandstrand.",ja,1,ja,nein,ja,set_2_wv,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True
720,Harwich ist ein traditionsreicher Fährhafen.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
721,"Der nächste Bahnhof ist im über 30 Kilometer entfernten Civitella-Paganico, von wo man noch mal 35 Minuten mit dem Bus nach Castel del Piano bzw. 40 Minuten nach Arcidosso braucht.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
722,"Die größte befindet sich am Ernst-Abbe-Platz und bietet Frühstück, Mittagessen, Nachmittagsverpflegung, sowie Abendessen an (8 bis 20 Uhr).",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
723,"Der Möhnesee wird fast überall von Straßen am Ufer erschlossen, im Norden ist das die Kreisstraße 8, im Süden die L 857, die Straßen am Hevearm sind allerdings leider für normalen Verkehr gesperrt (wandern geht dort aber auch bei Regen gut, kein Matsch!).",teilweise,0,nein,Teilsatz,teilweise,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,False
724,Das moderne Laino Castello ist eine in den sechziger bis achziger Jahren entstandene moderne Retortenstadt.,ja,1,nein,ja,ja,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
725,"Der Campingplatz liegt nahe der Küstenstraße R 17, 7 km nördlich von Ørnes.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False
726,"Die gesamte Insel Magerøya steht seit 1929 unter Naturschutz, was natürlich für eine intakte Umwelt gesorgt hat, die zu Fuß erkundet werden kann. .",ja,1,teilweise,teilweise,ja,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
727,Shirahama () ist eine Stadt in der japanischen Präfektur Wakayama.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
728,Es liegt im Département Morbihan an der Bucht von Quiberon auf einer kleinen Halbinsel zwischen der Anse de Kerdual und der Mündung des Flusses Crac’h.,nein,0,nein,teilweise,nein,set_2_wv,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False
729,Sie war die erste evangelische Kirche der Stadt und wurde 1839 fertig gestellt.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
730,"Dieser besteht überwiegend aus kleinen, ruhigen Siedlungen, die entlang der Hauptstraße liegen.",nein,0,nein,nein,nein,set_2_wv,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
731,Als Königliche Straße erhielt die Strecke besondere Privilegien.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
732,Archäologisches Museum von Ismailia: Das Museum ist für viele Touristen die Hauptsehenswürdigkeit der Stadt.,nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
733,"Eine frei zugängliche, öffentliche Toilettenanlage befindet sich am Rathaus oberhalb des Marktplatzes.",ja,1,ja,ja,ja,set_2_wv,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False
734,"Die Anreise erfolgt über den Ort Bajram Curr, von dort geht eine Schotterstraße (Stand Herbst 2013) nach Valbona.",nein,0,nein,unklar,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
735,"Hardheim liegt an der Bundesstraße B27 etwa auf halbem Weg ziwschen Buchen und Tauberbischofsheim, dort ist auch die nächste Autobahnauffahrt.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,False,False
736,"Die Saison beschränkt sich oft auf nur zwei bis drei Wochen, da die Schulferien in der Schweiz (besonders in den Kantonen Bern, Zürich und Basel-Stadt) oft zusammenfallen oder nahe beieinander liegen.",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
737,"Von der Rurtalbahn betrieben, folgt die Bahnstrecke Düren–Heimbach dem Tal der Rur bis zum nördlichen Rand des Nationalparks Eifel. .",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,False
738,"Besonders Brasilianer und Argentinier kaufen in der Stadt ein, da einige Erzeugnisse wie Elektronik und Parfümerie hier billiger als in den Nachbarländern sind, dies liegt am Wegfall der Importsteuern (was übrigens für die meisten paraguayischen Grenzstädte gilt).",nein,0,nein,nein,nein,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
739,"Wahoo Bay Beach Hotel: 20 Zimmer und Suiten, Restaurant, Bar, Pool, Tennisplatz, Strand, Segeln, Surfen und Tauchen.",ja,1,nein,nein,ja,set_2_wv,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False
740,"Einen Kilometer vom Hafen in Wadomari , dort beim Pier das Seaworld Hotel, ist das Tarano-Onsen , ein neues Erlebnisschwimmbad cum Wellnessoase mit allen Schikanen.",ja,1,ja,Teilsatz,ja,set_2_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False
741,"Wyszogród (deutsch: Hohenburg an der Weichsel) ist eine Stadt in der polnischen Woiwodschaft Masowien im Warschauer-Ebene im Tal der Mittleren Weichsel, an der Mündung der Bzura in den Fluss.",nein,0,nein,nein,nein,set_2_wv,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False
